chr	start	end	wt_120h_CHiC_d1-d4	wt_144h_CHiC_merge_d1-d4	wt_168h_CHiC_d1-d4	wt_48h_CHiC_merge_d1-d4	wt_72h_CHiC_d1-d4	wt_96h_CHiC_merge_d1-d4
chr2	75020000	75021000	0.769124790925412	0.758315000246062	0.711290836462592	0.519552849697139	0.56050944099688	0.671151675216355
chr2	75021000	75022000	0.787482266546267	0.784257699276728	0.794519644081005	0.531451645167318	0.61366353935087	0.719057286306266
chr2	75022000	75023000	0.780704318005103	0.774045257122768	0.797640165319797	0.52099682745547	0.636257645879908	0.747686252022634
chr2	75023000	75024000	0.863888064717302	0.793786288630877	0.832082715572313	0.541946832478871	0.644759490259051	0.782395934631056
chr2	75024000	75025000	0.863146116081741	0.743834371045343	0.782506211191782	0.5465121937108	0.65728703661275	0.73143689197114
chr2	75025000	75026000	0.910070150329142	0.77572558445616	0.842778319678881	0.528006491410816	0.642749656742828	0.74613212041924
chr2	75026000	75027000	0.941120248747473	0.756745002032787	0.800238400914439	0.496379730516083	0.614454781359022	0.682131948122659
chr2	75027000	75028000	1.00904100606101	0.805617036799412	0.850235296086125	0.509112440891112	0.665498117827403	0.727880091978421
chr2	75028000	75029000	0.95201806155851	0.774471876188752	0.807121463834738	0.478674245410053	0.650565005552219	0.691515796159878
chr2	75029000	75030000	0.903262875618815	0.761974835839422	0.846789717128612	0.451566529616526	0.623177590793138	0.71708477628628
chr2	75030000	75031000	0.794161931439459	0.741234365724382	0.810886468946749	0.443658844675857	0.610130652014791	0.695286447326038
chr2	75031000	75032000	0.725166919537809	0.699696740972701	0.771837882921075	0.415106704282607	0.559195120959503	0.640145798528524
chr2	75032000	75033000	0.66865543410812	0.67527748097883	0.721130376000458	0.407336682274197	0.50090641174633	0.577285184873245
chr2	75033000	75034000	0.688180850044257	0.702269191901973	0.745777768388882	0.424707964943473	0.492951029825857	0.609248776817788
chr2	75034000	75035000	0.726672491217565	0.753778198741494	0.70771818940913	0.448369673666888	0.507179315250959	0.626953778398863
chr2	75035000	75036000	0.789693760540196	0.766941853615915	0.765824691878725	0.472835375805032	0.526279368101416	0.642378694366212
chr2	75036000	75037000	0.838396037930753	0.812736162566012	0.804137824793181	0.501529418111105	0.574794343180642	0.688692208980844
chr2	75037000	75038000	0.877169873640689	0.851556435473231	0.910212496244315	0.540452137783079	0.649111553021604	0.766714144392861
chr2	75038000	75039000	0.907630113379842	0.92415137437357	0.959537515447686	0.58755439107929	0.705360921851138	0.794356013232346
chr2	75039000	75040000	0.843866553423704	0.833590693634407	0.986471716437574	0.54473588637132	0.689970602403075	0.735416806456921
chr2	75040000	75041000	0.810571918020163	0.769008627752969	0.887307688724098	0.502229363563419	0.658837316983301	0.68248370751544
chr2	75041000	75042000	0.800707628749881	0.733087347785477	0.811078218812657	0.478605121301583	0.617324920864433	0.652782292809433
chr2	75042000	75043000	0.848199987838705	0.742256806783963	0.773684508893113	0.456845132625864	0.559544370069417	0.613432774784797
chr2	75043000	75044000	0.751406720802492	0.594039332577565	0.640313220780574	0.370910885962918	0.461086841701241	0.494162335589547
chr2	75044000	75045000	0.6875143046284	0.538226334973079	0.521274702515132	0.342732001045665	0.399616915698144	0.431370219490331
chr2	75045000	75046000	0.664420192564347	0.586836699166417	0.549397980639957	0.352416084990984	0.380332543468148	0.483242928032582
chr2	75046000	75047000	0.702710640743783	0.715875213171601	0.741732512564459	0.430432064170688	0.451119655975531	0.61260641834937
chr2	75047000	75048000	0.678162558836981	0.70575401574884	0.697917867820864	0.447728970389161	0.457210036219356	0.639607077430721
chr2	75048000	75049000	0.79787830769997	0.804816422992382	0.780964324593583	0.496014971311539	0.523596535319044	0.758461546333161
chr2	75060000	75061000	0.892975572925896	0.862684392617028	0.813498035478339	0.481126393847187	0.608046208073972	0.819047182135536
chr2	75061000	75062000	0.900379725047722	0.816992484818496	0.744757552929161	0.4973676322622	0.585745097397383	0.815347796791987
chr2	75062000	75063000	0.993499674955763	0.872070721846319	0.791539932222243	0.553363733558267	0.676429943732953	0.866361005677544
chr2	75063000	75064000	1.08920596692043	1.02772132558499	0.942966973532246	0.631995122573917	0.740769905464519	0.99767299061062
chr2	75064000	75065000	1.12470560541875	1.09961418250859	1.02950608883772	0.686251547413559	0.785194741551317	1.10205275061442
chr2	75065000	75066000	1.14180788747567	1.05662197039007	1.05210969469036	0.68554801417768	0.778192467608534	1.04724457188711
chr2	75066000	75067000	0.964763944223477	0.919168206615852	0.970270538252194	0.606166371790519	0.7013206682151	0.905899941573504
chr2	75067000	75068000	0.884866781494631	0.903983556299125	0.924127910402915	0.551844245873599	0.630943012683005	0.813638428453003
chr2	75068000	75069000	0.845761221267797	0.870795659688771	0.848238813276612	0.499733119981329	0.590446275316515	0.749466588529902
chr2	75069000	75070000	0.767936555017322	0.833377293227236	0.785786982358182	0.44353632284929	0.502861503451702	0.655738409741724
chr2	75070000	75071000	0.77432356423625	0.837952853576964	0.800358963213707	0.448498683565205	0.51214810764203	0.658799252586111
chr2	75071000	75072000	0.856871157626101	0.888649686904987	0.873890597034447	0.480045745389063	0.551765055106686	0.703278250745712
chr2	75072000	75073000	0.821312059258822	0.807246698188942	0.878067794196036	0.460104244450623	0.538855780819282	0.667725286969126
chr2	75073000	75074000	0.757476945603699	0.703176315812279	0.794444108991419	0.432450368398117	0.500196963410602	0.595513875199676
chr2	75074000	75075000	0.82966504576108	0.729577858490224	0.827707079828299	0.465605368679516	0.565644542067273	0.626049881526887
chr2	75075000	75076000	0.832228467444592	0.743360150818048	0.812836204925116	0.460317912933279	0.553405039020323	0.637747319191029
chr2	75076000	75077000	0.820789738479484	0.721446245745176	0.74546468035762	0.44054702554478	0.507857219594022	0.631987808750578
chr2	75077000	75078000	0.85793671631102	0.803684174919897	0.790335542208866	0.463913452820513	0.490018319200244	0.693764180846873
chr2	75078000	75079000	0.916745389613566	0.890266266939952	0.888051918926984	0.486759075293069	0.522564619413259	0.773147427380176
chr2	75079000	75080000	0.877325702301029	0.858528844099219	0.93744802035233	0.493353773325924	0.540078383997318	0.800477691933714
chr2	75080000	75081000	0.779717312380891	0.787546846727811	0.86066915485881	0.457013753610198	0.511717276638463	0.742591513538175
chr2	75081000	75082000	0.67875429431383	0.735368058686622	0.798125118644503	0.441217677908092	0.506963926274168	0.696611227570901
chr2	75082000	75083000	0.681941328713669	0.734134170382932	0.785121623100263	0.460301588522048	0.543826601540855	0.707804937669851
chr2	75083000	75084000	0.663251642696532	0.681730303860076	0.764486801907567	0.453809572394856	0.523411699136728	0.695811744761443
chr2	75084000	75085000	0.722194672460166	0.714225443930911	0.741194995207683	0.459106190653983	0.506669294668235	0.677794778704192
chr2	75085000	75086000	0.755135095991832	0.750159362748361	0.793830373246174	0.465607807529429	0.506166936891775	0.715265558057438
chr2	75086000	75087000	0.862607722644561	0.874153249702846	0.919199398171671	0.50117408810227	0.584178164419921	0.82903516450739
chr2	75087000	75088000	0.766388945270764	0.799798157871234	0.813711194647858	0.451931964085252	0.550271742818312	0.771651892383964
chr2	75088000	75089000	0.732350905401536	0.814373999039493	0.789226230044168	0.478499836574386	0.566432386004781	0.768555728509447
chr2	75089000	75090000	0.663741372156023	0.794889714014925	0.718709994553735	0.45240394846997	0.550630084872097	0.752076428728938
chr2	75090000	75091000	0.700056773770887	0.788893648204532	0.66420429159991	0.456739278296353	0.58363639052916	0.743924418366978
chr2	75091000	75092000	0.705802432534083	0.744450622263992	0.638042081406908	0.437480964822771	0.584641964950721	0.693400069371202
chr2	75092000	75093000	0.794009791499883	0.794483626409118	0.728719533132388	0.482143773488778	0.669554429597559	0.76214879800928
chr2	75093000	75094000	0.778247349322382	0.789991987446726	0.732822291388626	0.488069775126214	0.692057866669712	0.761955713059533
chr2	75094000	75095000	0.852075831682725	0.817600355025284	0.796345538643462	0.523805701353315	0.700244148209261	0.759399942664186
chr2	75095000	75096000	0.802144731630397	0.77207574458728	0.783992131904456	0.495069696624737	0.642994555034717	0.715955831168846
chr2	75096000	75097000	0.817334957789303	0.766768699982292	0.749904902058928	0.502946425028689	0.59050433995304	0.712526630668298
chr2	75097000	75098000	0.806518635505166	0.776886388957758	0.788958214621833	0.503176347377968	0.567079713873805	0.677690144633784
chr2	75098000	75099000	0.792257724368768	0.752226351520386	0.794552694531362	0.488242795508854	0.547529706421378	0.661908290711512
chr2	75099000	75100000	0.687492433308879	0.693061038206539	0.726921063054673	0.449391122560023	0.539004209329134	0.660093140407678
chr2	75100000	75101000	0.736877319618351	0.766484122317927	0.813401335979496	0.492342430892119	0.584226303137423	0.735808529542462
chr2	75101000	75102000	0.660233251241819	0.707883309353086	0.819549476517656	0.47239593036133	0.56865492041685	0.714701761683616
chr2	75102000	75103000	0.606572141077326	0.679344514655418	0.752542637589498	0.436522662123221	0.510265500848976	0.670787985814216
chr2	75103000	75104000	0.649442955178743	0.683692715648819	0.72386283538115	0.432842025101708	0.50204251465899	0.635908513317363
chr2	75104000	75105000	0.643988130169799	0.674041142812998	0.734842847706659	0.427197174887989	0.487810289974696	0.607111626845695
chr2	75105000	75106000	0.611710106141085	0.637906108160572	0.696712180709892	0.40967382369015	0.473709524814106	0.549792826727937
chr2	75106000	75107000	0.617180511715249	0.676696029672889	0.713416826780128	0.424550010488702	0.491081669421796	0.54021527128246
chr2	75107000	75108000	0.613625652973191	0.654915216788902	0.713409337537917	0.435549411645024	0.501086120967421	0.534467014237294
chr2	75108000	75109000	0.561139200698523	0.606114098437972	0.667818135430281	0.398117645275172	0.476863660295833	0.503054707911832
chr2	75109000	75110000	0.620923574754046	0.596937179217405	0.701700319090311	0.406727148873843	0.46826682826532	0.516283313879741
chr2	75110000	75111000	0.623985301313889	0.585131778594987	0.710438787782581	0.416146212528274	0.465949142115225	0.517141890082912
chr2	75111000	75112000	0.657009474981049	0.613563998470226	0.770397706631531	0.452651017266858	0.495579123829648	0.553772876261295
chr2	75112000	75113000	0.682243943762895	0.604390973962721	0.778866961470764	0.441113923975922	0.502911595647712	0.572012129973389
chr2	75113000	75114000	0.680965862560289	0.602605650729141	0.791635206871296	0.430667086625345	0.512620851718987	0.578440524674418
chr2	75114000	75115000	0.692784858524901	0.666001660518442	0.77718714139524	0.429863106517038	0.516381989356888	0.570485534967438
chr2	75115000	75116000	0.722469086159459	0.667408050863409	0.764350026942394	0.431328198961188	0.519619448617528	0.567308294006541
chr2	75116000	75117000	0.732623190025837	0.705209504898283	0.74374447863708	0.440417918701096	0.5347304463392	0.606357409834096
chr2	75117000	75118000	0.803925825272103	0.778509631105135	0.761530549662486	0.498023557779618	0.562863116471376	0.66666893855037
chr2	75118000	75119000	0.890851600714921	0.837051662212725	0.82959725419504	0.532112586933513	0.565985918390158	0.69076842207571
chr2	75119000	75120000	0.934174118846823	0.86673865057997	0.825817823296287	0.570414761668764	0.61838987883505	0.755687845993073
chr2	75120000	75121000	1.04462930893472	0.968334106213364	0.910581458364851	0.629948278621762	0.71674958673042	0.854268780751674
chr2	75121000	75122000	1.08735891163449	0.924193970741931	0.899339307002354	0.610126236124097	0.676931426553042	0.821527127046627
chr2	75122000	75123000	1.00109973408638	0.833878963795562	0.837935890515699	0.540790257606096	0.590276186467641	0.732008506538794
chr2	75123000	75124000	0.909403661590217	0.810348082456724	0.74371439723805	0.535436195198211	0.588685663264237	0.710594814245792
chr2	75124000	75125000	0.882753596771424	0.767650951515805	0.719443938387422	0.523290818627466	0.560719802321129	0.678351537678709
chr2	75125000	75126000	0.864223737145197	0.738598087227089	0.722410235034478	0.525695770290466	0.535613673993882	0.695125380507405
