chr	start	end	wt_48h_CHiC_CBS1	wt_48h_CHiC_CBS2	wt_48h_CHiC_CBS3	wt_48h_CHiC_CBS4	wt_48h_CHiC_CBS5	wt_48h_CHiC_CBS6
chr2	75020000	75021000	0.634686185338552	0.535958737038465	0.648038025621748	0.290458892767324	0.221003301299868	0.326825800106919
chr2	75021000	75022000	0.563246180966782	0.516113042719321	0.63305167639825	0.240833453749578	0.19756965044029	0.261019025085052
chr2	75022000	75023000	0.599714510912963	0.538825526502936	0.735318432948644	0.252907731205382	0.191269409180056	0.271254451935748
chr2	75023000	75024000	0.575549468773299	0.702267274038866	0.698438567108041	0.28734802319936	0.204193416567526	0.357312936535812
chr2	75024000	75025000	0.558746736179223	0.690575773249105	0.455436168168205	0.217925241563222	0.297101750138511	0.270031252592477
chr2	75025000	75026000	0.708669267816063	0.68361385248835	0.391042884805677	0.272141323691015	0.390380096794591	0.287558866811368
chr2	75026000	75027000	0.674272559211553	0.665639836251882	0.365109328462967	0.319883383390438	0.396786462961509	0.24348219094059
chr2	75027000	75028000	0.740947605159883	0.698442346898755	0.3841468575994	0.337762289360874	0.440094063815717	0.257891186577519
chr2	75028000	75029000	0.789047399010157	0.517421791140687	0.375750990345989	0.249284549985113	0.491080054002426	0.250935122534288
chr2	75029000	75030000	0.747865356441223	0.462030729520827	0.370410192225528	0.22711899008239	0.461860644186937	0.277824840307856
chr2	75030000	75031000	0.580346265973831	0.485750613600222	0.30125036620519	0.289968988633179	0.403153484241111	0.272257444057676
chr2	75031000	75032000	0.484372333531909	0.484025708603016	0.227134616637614	0.269197541783903	0.396012981694405	0.291090921092412
chr2	75032000	75033000	0.456881640311441	0.476995278269237	0.133849256232597	0.214278839210453	0.390575371185028	0.3098026984571
chr2	75033000	75034000	0.46089940451338	0.52385664911575	0.125167045998484	0.301855822416266	0.30582230227132	0.283912434390556
chr2	75034000	75035000	0.543422333186398	0.538709185184136	0.222246115335316	0.344786428271024	0.292401188033102	0.249795452476288
chr2	75035000	75036000	0.654252189645094	0.540956174964488	0.2858173172139	0.297326364787898	0.341334558997747	0.282459108156501
chr2	75036000	75037000	0.727150291943197	0.531609414226212	0.299687397482082	0.349659298763158	0.413155229004437	0.308391764861704
chr2	75037000	75038000	0.766544151413337	0.484507948390271	0.328436317752077	0.478163267437601	0.393050801051412	0.265658861043867
chr2	75038000	75039000	0.79671751482898	0.439001249323745	0.317781808871209	0.466758540217744	0.481612524730354	0.216673323287228
chr2	75039000	75040000	0.680996321344235	0.414497249994999	0.238651299691073	0.484407905652397	0.549311781723817	0.241503223252004
chr2	75040000	75041000	0.536204102636825	0.389367544688873	0.19096621957365	0.443323403359858	0.643074285475661	0.152831852414863
chr2	75041000	75042000	0.473467573764131	0.382750850478	0.215944884479066	0.431932697300761	0.58217808162537	0.0915084892009505
chr2	75042000	75043000	0.463758340581754	0.469346649451912	0.258668858674794	0.35681454872906	0.661675462935675	0.140432928029035
chr2	75043000	75044000	0.3390455521496	0.427057970374275	0.223789491136256	0.316864791912332	0.531282895687609	0.155086686176357
chr2	75044000	75045000	0.297326080220395	0.355960822200469	0.20584093097956	0.281123018642711	0.363112172255345	0.112065495473384
chr2	75045000	75046000	0.342126702082212	0.300349229741986	0.25452772900284	0.355206154863751	0.209808278313054	0.207538690170484
chr2	75046000	75047000	0.442455558713449	0.477299235971438	0.335614083258887	0.348249943058691	0.306188644478739	0.33254773261221
chr2	75047000	75048000	0.427855304604703	0.467747715854949	0.334059818490478	0.340816136403423	0.302385137745231	0.271853573138985
chr2	75048000	75049000	0.536527152346808	0.594559325846102	0.404046706004831	0.390260421710957	0.359566732005497	0.297206293185265
chr2	75060000	75061000	0.479897094621576	0.487015075916449	0.223070163688885	0.400763499492985	0.237936199425351	0.284948879424997
chr2	75061000	75062000	0.611738437256457	0.528160727010348	0.223904668434834	0.541137883966805	0.267006961398078	0.300351352871117
chr2	75062000	75063000	0.651736037818639	0.614536285136928	0.309085178000486	0.581963690754477	0.300661805206598	0.324485442007379
chr2	75063000	75064000	0.688318596006251	0.683512119650512	0.340120206390149	0.583944649113921	0.388501326035837	0.310617072987089
chr2	75064000	75065000	0.845317537952265	0.771956785870716	0.477514618319314	0.653357610604012	0.454872779326478	0.319697248537991
chr2	75065000	75066000	0.844836850052647	0.751700179324401	0.555243009080694	0.559406332077332	0.438104574703753	0.30024223048566
chr2	75066000	75067000	0.766759042429175	0.544462065399336	0.499451239296053	0.364429583281993	0.326953905566422	0.254959772078015
chr2	75067000	75068000	0.835898918562384	0.492203379958724	0.454269739721193	0.297419814587871	0.233272208089142	0.229325346723561
chr2	75068000	75069000	0.888006908294821	0.488327686047262	0.447714987517142	0.313528262427293	0.181563001455086	0.283027669242368
chr2	75069000	75070000	0.67553572700256	0.364750502339477	0.333031872956156	0.25365490342738	0.153863103890464	0.306533734789104
chr2	75070000	75071000	0.71396533055538	0.441951423874362	0.249600360482869	0.223183502854756	0.14683271692829	0.307705068875025
chr2	75071000	75072000	0.742775843482625	0.536789786143558	0.282635927977344	0.286600229067929	0.208691036582019	0.304660715458708
chr2	75072000	75073000	0.634190588982769	0.485691618534886	0.301227274987855	0.33983136606869	0.264589420841546	0.288076789828608
chr2	75073000	75074000	0.578771950116563	0.488088907667295	0.297855171963528	0.292912279973067	0.303883372477759	0.26446500630304
chr2	75074000	75075000	0.700699224322998	0.52156621398529	0.264281429284506	0.32205040208496	0.346678686446975	0.242636652268384
chr2	75075000	75076000	0.583596768420108	0.465509959286046	0.210812231588162	0.391844326828973	0.32336993261736	0.219084996988434
chr2	75076000	75077000	0.562443395990401	0.483129827843696	0.205858182964686	0.369840405451879	0.320820446514714	0.177055940275877
chr2	75077000	75078000	0.531390518039124	0.547735908247154	0.185205096112764	0.301855822416266	0.363757486457775	0.142158181634344
chr2	75078000	75079000	0.497557082533047	0.567777036742928	0.169219786876699	0.325512234831334	0.355202567024158	0.115657638683908
chr2	75079000	75080000	0.433254244593483	0.608582880214741	0.26372932321002	0.366623941430953	0.434406808880321	0.0902023375729123
chr2	75080000	75081000	0.445415717776968	0.562993085045209	0.303169578505453	0.370008120437151	0.533621654055239	0.0999656168910054
chr2	75081000	75082000	0.388099808833218	0.444682757009671	0.268216363786196	0.380433856287361	0.623936356590142	0.112518090904092
chr2	75082000	75083000	0.533736803796	0.446051990985333	0.255611308222807	0.459568448886512	0.571158244205959	0.164946897774201
chr2	75083000	75084000	0.585255986053484	0.375014205948082	0.333369173002975	0.427639099538881	0.587778095963769	0.165451203510343
chr2	75084000	75085000	0.588794122027118	0.46469635560451	0.306032284027336	0.363860335986924	0.479830388999671	0.173072689723741
chr2	75085000	75086000	0.546827677852104	0.483487983961013	0.289486729055391	0.323005947016272	0.4492369622317	0.136906897954188
chr2	75086000	75087000	0.700484088625902	0.574918339474011	0.334943559445974	0.304706942154012	0.395455005875264	0.143366636037727
chr2	75087000	75088000	0.572599064761007	0.468059038017403	0.37408601856059	0.244761803418109	0.3927152798181	0.119369465494487
chr2	75088000	75089000	0.542466745415987	0.637824525087666	0.320649426779381	0.231634266904024	0.315470234595177	0.158162601666478
chr2	75089000	75090000	0.59988658101134	0.56686774483501	0.282181834881357	0.197281221432193	0.260327981850134	0.148015955952945
chr2	75090000	75091000	0.68318622814598	0.642807637278271	0.294274394298775	0.188817624450923	0.187526988621737	0.207973197210799
chr2	75091000	75092000	0.576499848363208	0.685730387973524	0.375929304089688	0.221830489940131	0.11912722421136	0.251392528402174
chr2	75092000	75093000	0.615012562128604	0.714758059397178	0.558814285452966	0.258101973409464	0.0829769381551146	0.360952546640657
chr2	75093000	75094000	0.651589324513712	0.505672301107834	0.679458092229543	0.301012534532287	0.0924749273024296	0.332274632846463
chr2	75094000	75095000	0.616023312465924	0.456521801327212	0.690258993201264	0.381379061668636	0.165953876310229	0.312747999595557
chr2	75095000	75096000	0.49945834875339	0.325029022760674	0.709403343430395	0.381354484557579	0.184904384958196	0.24967338270121
chr2	75096000	75097000	0.4212912522174	0.256924353874296	0.606874381121839	0.386287809234244	0.227518524723754	0.233813060884098
chr2	75097000	75098000	0.429718048229264	0.220814999659847	0.367211195110852	0.419064748579341	0.254188901692187	0.150816907242981
chr2	75098000	75099000	0.416953965065866	0.283904999562661	0.225759887909788	0.414835067810019	0.331907752620459	0.142158181634344
chr2	75099000	75100000	0.473634845652892	0.315449999514068	0.383930564252766	0.282421886911798	0.277614200494272	0.171116329745044
chr2	75100000	75101000	0.550708405266821	0.487144905839504	0.329798954282729	0.359022399670988	0.362702162866958	0.196281055605974
chr2	75101000	75102000	0.661174540978738	0.517192013457813	0.330710326358709	0.297449168074423	0.349079603424198	0.144660026143602
chr2	75102000	75103000	0.698111401515932	0.609507412854193	0.444492230670633	0.194861209435963	0.344930025332003	0.113726545307475
chr2	75103000	75104000	0.69748666018032	0.637110420893569	0.411229889533049	0.241379846883563	0.337353114186888	0.113726545307475
chr2	75104000	75105000	0.589099986571948	0.59420479500303	0.237742868275364	0.266452979046457	0.370113939185959	0.0847683971967755
chr2	75105000	75106000	0.659095724135702	0.528389391898598	0.281381777602901	0.204088754427192	0.339447717311117	0.0738224943223962
chr2	75106000	75107000	0.659272823788065	0.474862967112733	0.280329591225284	0.234776750768207	0.356122146307446	0.0955555137161281
chr2	75107000	75108000	0.617410565340262	0.40197361377474	0.211496863760802	0.282389570362089	0.351102563341492	0.0852949089806064
chr2	75108000	75109000	0.567327837018385	0.340360205403386	0.251662477448003	0.261111584453131	0.271020400986262	0.0568632726537376
chr2	75109000	75110000	0.506209417932062	0.345030799294814	0.332215963676767	0.281303936634733	0.265018180026029	0.0852949089806064
chr2	75110000	75111000	0.447137791350632	0.335121602354578	0.36736774806291	0.275698193998482	0.182937460143147	0.1111191783397
chr2	75111000	75112000	0.470995757153747	0.312658631193025	0.385113111146776	0.301855822416266	0.14338118006322	0.0990963243331929
chr2	75112000	75113000	0.360779542569291	0.343251790591112	0.40452095790377	0.264819579218378	0.145923032253055	0.103226544961018
chr2	75113000	75114000	0.330325165881208	0.329476200897692	0.393737170015103	0.195479592145846	0.155589403544089	0.131376679938116
chr2	75114000	75115000	0.479240318552093	0.323662182671783	0.319025629389135	0.25532863654974	0.111598461346797	0.142158181634344
chr2	75115000	75116000	0.587395473280813	0.26383493356487	0.240234935675456	0.213437689155891	0.138294896925191	0.104681929387607
chr2	75116000	75117000	0.649127688088366	0.471226611356253	0.282965223708261	0.252642031156886	0.253115013138318	0.179090734350402
chr2	75117000	75118000	0.735347577520795	0.584402987246247	0.339226351081011	0.291279246020272	0.385758310768465	0.231948894470019
chr2	75118000	75119000	0.736448178203296	0.64295093745541	0.347415420886378	0.335489799049687	0.480691153609481	0.266666228638048
chr2	75119000	75120000	0.738538338465782	0.770164215696881	0.477798021064021	0.414170990700936	0.509334004427401	0.284316363268688
chr2	75120000	75121000	0.69422681743938	0.929177861490005	0.518574269115738	0.457032074828776	0.589989165758755	0.302684407171844
chr2	75121000	75122000	0.607964283246157	0.818724805033548	0.426501420212424	0.4570295245573	0.503816755574416	0.275815446879499
chr2	75122000	75123000	0.577434306328215	0.772178547521472	0.341191500043762	0.469553501536413	0.343589806025319	0.20502565077947
chr2	75123000	75124000	0.633753193158879	0.742679679811619	0.313079473235361	0.49098610865211	0.329265601022613	0.155016019586277
chr2	75124000	75125000	0.638615427509984	0.715095630218762	0.198985347103977	0.357238333251743	0.342912646355269	0.137821152364144
chr2	75125000	75126000	0.929602754484465	0.638849587106687	0.337868082220289	0.509882417081906	0.322757153947506	0.206079964718379
