chr	start	end	wt_120h_CHiC_d1-d4	wt_144h_CHiC_d1-d4	wt_168h_CHiC_d1-d4	wt_48h_CHiC_d1-d4	wt_72h_CHiC_d1-d4	wt_96h_CHiC_d1-d4
chr2	75020000	75021000	0.769124790925412	0.854805569160425	0.711290836462592	0.52692159977939	0.56050944099688	0.732222654765004
chr2	75021000	75022000	0.787482266546267	0.923947031875611	0.794519644081005	0.583760055836853	0.61366353935087	0.785449338678252
chr2	75022000	75023000	0.780704318005103	0.87127167062298	0.797640165319797	0.596379432011072	0.636257645879908	0.82449514517942
chr2	75023000	75024000	0.863888064717302	0.895239403802052	0.832082715572313	0.620015819895113	0.644759490259051	0.85573922763421
chr2	75024000	75025000	0.863146116081741	0.853337291163081	0.782506211191782	0.644722280972144	0.65728703661275	0.789718860843441
chr2	75025000	75026000	0.910070150329142	0.820388133281161	0.842778319678881	0.604991570137525	0.642749656742828	0.786577979972971
chr2	75026000	75027000	0.941120248747473	0.721533132615314	0.800238400914439	0.532534145982871	0.614454781359022	0.717982245560043
chr2	75027000	75028000	1.00904100606101	0.80226290312684	0.850235296086125	0.545286189507269	0.665498117827403	0.772108255898921
chr2	75028000	75029000	0.95201806155851	0.77752631917059	0.807121463834738	0.508273180996246	0.650565005552219	0.730153893638418
chr2	75029000	75030000	0.903262875618815	0.766938629359278	0.846789717128612	0.470624684151733	0.623177590793138	0.756679792219533
chr2	75030000	75031000	0.794161931439459	0.779806835716021	0.810886468946749	0.496185373837276	0.610130652014791	0.751058943043287
chr2	75031000	75032000	0.725166919537809	0.810043227071682	0.771837882921075	0.47666240030172	0.559195120959503	0.671601373639978
chr2	75032000	75033000	0.66865543410812	0.771899363715376	0.721130376000458	0.449618112094541	0.50090641174633	0.598540411266883
chr2	75033000	75034000	0.688180850044257	0.800561462064504	0.745777768388882	0.454778538568125	0.492951029825857	0.647744083409818
chr2	75034000	75035000	0.726672491217565	0.844323525875825	0.70771818940913	0.503515468827572	0.507179315250959	0.675546362429298
chr2	75035000	75036000	0.789693760540196	0.880064803606096	0.765824691878725	0.547880412286251	0.526279368101416	0.69491106386965
chr2	75036000	75037000	0.838396037930753	0.870055483837568	0.804137824793181	0.585861747690372	0.574794343180642	0.746339889638612
chr2	75037000	75038000	0.877169873640689	0.94444362461216	0.910212496244315	0.638700201956079	0.649111553021604	0.816986018293304
chr2	75038000	75039000	0.907630113379842	1.0463249655574	0.959537515447686	0.703873927139724	0.705360921851138	0.830836678784779
chr2	75039000	75040000	0.843866553423704	0.943129151893498	0.986471716437574	0.644551281761182	0.689970602403075	0.766940199178369
chr2	75040000	75041000	0.810571918020163	0.866218351610815	0.887307688724098	0.572464907526223	0.658837316983301	0.684490856460375
chr2	75041000	75042000	0.800707628749881	0.864591927029295	0.811078218812657	0.529366819168866	0.617324920864433	0.661758738606464
chr2	75042000	75043000	0.848199987838705	0.827836986290908	0.773684508893113	0.512918622948949	0.559544370069417	0.636397469431941
chr2	75043000	75044000	0.751406720802492	0.630754113918507	0.640313220780574	0.409382938598439	0.461086841701241	0.511978248745358
chr2	75044000	75045000	0.6875143046284	0.568989767722331	0.521274702515132	0.361158192823757	0.399616915698144	0.441962156373755
chr2	75045000	75046000	0.664420192564347	0.582858704595278	0.549397980639957	0.369959986262624	0.380332543468148	0.531716500798097
chr2	75046000	75047000	0.702710640743783	0.708063895414837	0.741732512564459	0.490337912519381	0.451119655975531	0.670704589990325
chr2	75047000	75048000	0.678162558836981	0.741094895205678	0.697917867820864	0.528605009068085	0.457210036219356	0.710959450167455
chr2	75048000	75049000	0.79787830769997	0.849847925287859	0.780964324593583	0.597839096359631	0.523596535319044	0.834446692881508
chr2	75060000	75061000	0.892975572925896	0.883517332667641	0.813498035478339	0.544978536415189	0.608046208073972	0.969945622296354
chr2	75061000	75062000	0.900379725047722	0.830037524440075	0.744757552929161	0.554555187574817	0.585745097397383	0.992008754026748
chr2	75062000	75063000	0.993499674955763	0.864831708192793	0.791539932222243	0.624090802414648	0.676429943732953	1.02597208007117
chr2	75063000	75064000	1.08920596692043	1.07401332192245	0.942966973532246	0.718942144971753	0.740769905464519	1.17572661827925
chr2	75064000	75065000	1.12470560541875	1.22217937380619	1.02950608883772	0.780279000707321	0.785194741551317	1.31481111979083
chr2	75065000	75066000	1.14180788747567	1.19603446838969	1.05210969469036	0.761250785529999	0.778192467608534	1.21358923425256
chr2	75066000	75067000	0.964763944223477	1.05744740360868	0.970270538252194	0.671774676270094	0.7013206682151	0.9848229651713
chr2	75067000	75068000	0.884866781494631	1.09606037627598	0.924127910402915	0.595486346549696	0.630943012683005	0.880172229180266
chr2	75068000	75069000	0.845761221267797	1.03062898772757	0.848238813276612	0.531005958850712	0.590446275316515	0.821486300607139
chr2	75069000	75070000	0.767936555017322	0.933111369004707	0.785786982358182	0.455740417169738	0.502861503451702	0.706595485575286
chr2	75070000	75071000	0.77432356423625	0.923253137453766	0.800358963213707	0.464247828444042	0.51214810764203	0.715691962102037
chr2	75071000	75072000	0.856871157626101	0.99934193877534	0.873890597034447	0.495137091291675	0.551765055106686	0.774145463700456
chr2	75072000	75073000	0.821312059258822	0.935943218147951	0.878067794196036	0.468635380078746	0.538855780819282	0.729723931428911
chr2	75073000	75074000	0.757476945603699	0.849871413232801	0.794444108991419	0.443175442722932	0.500196963410602	0.637993781740266
chr2	75074000	75075000	0.82966504576108	0.902804322091758	0.827707079828299	0.502697424550599	0.565644542067273	0.651111912543816
chr2	75075000	75076000	0.832228467444592	0.949687036778304	0.812836204925116	0.533641377170218	0.553405039020323	0.666281356479168
chr2	75076000	75077000	0.820789738479484	0.931033799105006	0.74546468035762	0.525525406636399	0.507857219594022	0.683622491855369
chr2	75077000	75078000	0.85793671631102	0.992975570605544	0.790335542208866	0.536774949530297	0.490018319200244	0.783547166783115
chr2	75078000	75079000	0.916745389613566	1.06882226918144	0.888051918926984	0.563095938897824	0.522564619413259	0.904477880305907
chr2	75079000	75080000	0.877325702301029	1.01611825106507	0.93744802035233	0.5548341044619	0.540078383997318	0.942241206185935
chr2	75080000	75081000	0.779717312380891	0.928329736633669	0.86066915485881	0.490619113747969	0.511717276638463	0.876862695432614
chr2	75081000	75082000	0.67875429431383	0.84316989259142	0.798125118644503	0.45895177290764	0.506963926274168	0.816324007038401
chr2	75082000	75083000	0.681941328713669	0.8469369034507	0.785121623100263	0.485149451872004	0.543826601540855	0.831142357213915
chr2	75083000	75084000	0.663251642696532	0.775412195162904	0.764486801907567	0.45152688490656	0.523411699136728	0.803577483139167
chr2	75084000	75085000	0.722194672460166	0.819837123423465	0.741194995207683	0.462011484188941	0.506669294668235	0.828380310987695
chr2	75085000	75086000	0.755135095991832	0.875731574680869	0.793830373246174	0.469842434641974	0.506166936891775	0.887081729843075
chr2	75086000	75087000	0.862607722644561	1.02703222901586	0.919199398171671	0.516143649305858	0.584178164419921	1.01698042921946
chr2	75087000	75088000	0.766388945270764	0.903932783012287	0.813711194647858	0.502933937116062	0.550271742818312	0.951221621291192
chr2	75088000	75089000	0.732350905401536	0.951642979178841	0.789226230044168	0.54364870556258	0.566432386004781	0.955820723315341
chr2	75089000	75090000	0.663741372156023	0.907027964358248	0.718709994553735	0.499814396531793	0.550630084872097	0.894418482501195
chr2	75090000	75091000	0.700056773770887	0.869017485087651	0.66420429159991	0.513561304524335	0.58363639052916	0.865303545569475
chr2	75091000	75092000	0.705802432534083	0.785011342822687	0.638042081406908	0.478957515471503	0.584641964950721	0.796220238721767
chr2	75092000	75093000	0.794009791499883	0.876241713771121	0.728719533132388	0.494131922784131	0.669554429597559	0.870040328518389
chr2	75093000	75094000	0.778247349322382	0.835308258280013	0.732822291388626	0.49605399758708	0.692057866669712	0.843630185825824
chr2	75094000	75095000	0.852075831682725	0.838427411894943	0.796345538643462	0.53486528755173	0.700244148209261	0.847057798042427
chr2	75095000	75096000	0.802144731630397	0.80672470970843	0.783992131904456	0.481178195191251	0.642994555034717	0.796582531321066
chr2	75096000	75097000	0.817334957789303	0.813364259345908	0.749904902058928	0.506035683120809	0.59050433995304	0.795191791520024
chr2	75097000	75098000	0.806518635505166	0.787889809943609	0.788958214621833	0.501507256303907	0.567079713873805	0.721579508438202
chr2	75098000	75099000	0.792257724368768	0.79013084462896	0.794552694531362	0.488897455364817	0.547529706421378	0.717578925367614
chr2	75099000	75100000	0.687492433308879	0.775117063647762	0.726921063054673	0.470179349039505	0.539004209329134	0.747832375706943
chr2	75100000	75101000	0.736877319618351	0.853850801083788	0.813401335979496	0.518288471701723	0.584226303137423	0.865754296540021
chr2	75101000	75102000	0.660233251241819	0.821160732878165	0.819549476517656	0.497065740235311	0.56865492041685	0.85135461913192
chr2	75102000	75103000	0.606572141077326	0.817524426865812	0.752542637589498	0.466972484761731	0.510265500848976	0.818735094440239
chr2	75103000	75104000	0.649442955178743	0.754869899341455	0.72386283538115	0.458638004416794	0.50204251465899	0.778751645576478
chr2	75104000	75105000	0.643988130169799	0.705908751193432	0.734842847706659	0.442598922542932	0.487810289974696	0.716286917749169
chr2	75105000	75106000	0.611710106141085	0.658996169239158	0.696712180709892	0.43801059988131	0.473709524814106	0.627674480766309
chr2	75106000	75107000	0.617180511715249	0.64566953501514	0.713416826780128	0.460391536161334	0.491081669421796	0.613965496599876
chr2	75107000	75108000	0.613625652973191	0.573084942760396	0.713409337537917	0.476104712223889	0.501086120967421	0.603031078875119
chr2	75108000	75109000	0.561139200698523	0.542267909358426	0.667818135430281	0.444950331531778	0.476863660295833	0.552121291729201
chr2	75109000	75110000	0.620923574754046	0.539350487335173	0.701700319090311	0.455778805411693	0.46826682826532	0.580761595861482
chr2	75110000	75111000	0.623985301313889	0.513985757171811	0.710438787782581	0.451642535322164	0.465949142115225	0.556767608211452
chr2	75111000	75112000	0.657009474981049	0.553141947431485	0.770397706631531	0.456119518920287	0.495579123829648	0.568156762644552
chr2	75112000	75113000	0.682243943762895	0.599183826415975	0.778866961470764	0.424653583763816	0.502911595647712	0.578167956614112
chr2	75113000	75114000	0.680965862560289	0.625127989722555	0.791635206871296	0.396569674652821	0.512620851718987	0.578392405671168
chr2	75114000	75115000	0.692784858524901	0.658358260066006	0.77718714139524	0.376817228040415	0.516381989356888	0.541216022324431
chr2	75115000	75116000	0.722469086159459	0.6722810768124	0.764350026942394	0.373934157382871	0.519619448617528	0.556164581218402
chr2	75116000	75117000	0.732623190025837	0.710123543434006	0.74374447863708	0.416751991213783	0.5347304463392	0.617804933259453
chr2	75117000	75118000	0.803925825272103	0.769237349744581	0.761530549662486	0.520185390529812	0.562863116471376	0.709348271669492
chr2	75118000	75119000	0.890851600714921	0.827016111580299	0.82959725419504	0.577977097685386	0.565985918390158	0.748852467573517
chr2	75119000	75120000	0.934174118846823	0.932868237690781	0.825817823296287	0.640409073406697	0.61838987883505	0.829378684964004
chr2	75120000	75121000	1.04462930893472	1.02010169523316	0.910581458364851	0.727352368526263	0.71674958673042	0.933199559386152
chr2	75121000	75122000	1.08735891163449	0.97188146034766	0.899339307002354	0.698246233909895	0.676931426553042	0.900669300240366
chr2	75122000	75123000	1.00109973408638	0.896925850764546	0.837935890515699	0.599576829152784	0.590276186467641	0.798286371304552
chr2	75123000	75124000	0.909403661590217	0.886715914938869	0.74371439723805	0.600814737362609	0.588685663264237	0.775434971050597
chr2	75124000	75125000	0.882753596771424	0.824075896829663	0.719443938387422	0.583827357747537	0.560719802321129	0.746804483070752
chr2	75125000	75126000	0.864223737145197	0.810035570791836	0.722410235034478	0.601908473902258	0.535613673993882	0.759015680895309
