chr	start	end	wt_120h_CHiC_d9	wt_144h_CHiC_d9	wt_168h_CHiC_d9	wt_48h_CHiC_d9	wt_72h_CHiC_d9	wt_96h_CHiC_d9
chr2	75021000	75022000	0.506623103851133	0.60141904144397	0.703878773255469	0.407148826054946	0.375192753953883	0.628081432562688
chr2	75022000	75023000	0.435465099224183	0.609730875565758	0.643961319642149	0.483883088693392	0.390716004923477	0.580341831483768
chr2	75023000	75024000	0.417143002639545	0.587192549646818	0.637487092465185	0.495009868389159	0.479372151848599	0.606798817735438
chr2	75024000	75025000	0.457448824011691	0.594092354711352	0.574975762560667	0.531486599176106	0.559895422622974	0.564307406400756
chr2	75025000	75026000	0.580814084526824	0.528514693458052	0.688798962546404	0.508530128305693	0.61757560907905	0.541230197244142
chr2	75026000	75027000	0.611952724031842	0.55932330772797	0.722341464807248	0.567189180359313	0.693743444534816	0.451365437908054
chr2	75027000	75028000	0.692397639039319	0.639475172603763	0.756879065395643	0.578075900559838	0.712340180727582	0.545781112488914
chr2	75028000	75029000	0.657969807391403	0.624478247397694	0.717449866711148	0.550757303806917	0.618264651850606	0.506604476427834
chr2	75029000	75030000	0.516163540745832	0.62124516147935	0.613443876225516	0.544976076129094	0.528331502490257	0.520037364308218
chr2	75030000	75031000	0.471022120762782	0.595266864930017	0.589449487188224	0.564842552161193	0.457072583752074	0.547847958316226
chr2	75031000	75032000	0.375519640661679	0.521483352777675	0.581564518501829	0.445883190160726	0.376097729955962	0.494221120093802
chr2	75032000	75033000	0.282179360979384	0.584072360155816	0.69924924195895	0.390119388288229	0.385297047475781	0.44104115227705
chr2	75033000	75034000	0.242225904677403	0.670386139249917	0.764132268791942	0.359601858345184	0.430627419325772	0.472668043966095
chr2	75034000	75035000	0.251501945053746	0.696649690054306	0.79036119727548	0.326438229882565	0.400045633524096	0.570797976690212
chr2	75035000	75036000	0.239544707777311	0.670038532995721	0.799516281560919	0.259726110914758	0.445713410969067	0.584113996030679
chr2	75036000	75037000	0.377141953020508	0.744590961915964	0.809508451068217	0.27548908103039	0.490114662335622	0.629581209391214
chr2	75037000	75038000	0.434308431509687	0.747519206616335	0.84233248324171	0.308123417814741	0.404553137524415	0.704864659133528
chr2	75038000	75039000	0.444753913660957	0.786254049044054	0.903726719661699	0.371684646535443	0.482834175172014	0.719237825805056
chr2	75039000	75040000	0.491665886645039	0.833198966301936	0.792755797882823	0.330554206045005	0.472030376376709	0.609253706063129
chr2	75040000	75041000	0.460980635640101	0.831154056605808	0.744530967011424	0.329019512909991	0.403999171811606	0.59044114900271
chr2	75041000	75042000	0.335360374740728	0.713223372754191	0.744163921534742	0.344397989792479	0.36786190646743	0.571374478364067
chr2	75042000	75043000	0.375519344320471	0.633326231683699	0.667222182985128	0.32670558432464	0.447506730201215	0.557811762211928
chr2	75043000	75044000	0.454894764824438	0.49698412596385	0.526281882203081	0.222761262895692	0.351935962194454	0.512928620833588
chr2	75044000	75045000	0.44239366455793	0.374156769479681	0.469636685073713	0.179931586888138	0.368855817176104	0.471000142817558
chr2	75045000	75046000	0.445448065944786	0.329349289753656	0.427002662926179	0.221533140080084	0.408809269418563	0.54152000461885
chr2	75046000	75047000	0.607210162633201	0.434659192734123	0.618755762938984	0.393515718985377	0.439642742125955	0.727568739554639
chr2	75047000	75048000	0.630759096439706	0.369328304020133	0.618644113347279	0.449446466064455	0.441737759946932	0.831203238807685
chr2	75048000	75049000	0.716490389721732	0.44568313015034	0.776832246545815	0.579850231035025	0.404116067202911	0.947574409733026
chr2	75060000	75061000	0.510919752067366	0.591807239381877	0.657644503917076	0.76010577330888	0.661257665912983	0.70944940500544
chr2	75061000	75062000	0.544760997572516	0.749255192656544	0.586165149536567	0.71376788888429	0.684364935304005	0.776953745816968
chr2	75062000	75063000	0.843181629661479	0.899101162199344	0.719905225819442	0.737444945656207	0.702654798457681	1.04067057968344
chr2	75063000	75064000	1.10739764320242	0.896815442566536	0.847661973563341	0.875251454522994	0.728927529511479	1.11492560983517
chr2	75064000	75065000	1.14958634921607	1.02516586673886	0.988659669412327	0.964182956181679	0.679745090522306	1.21031572691879
chr2	75065000	75066000	1.03069328178187	1.1017410933553	1.02624966539869	0.86358809850813	0.672254485012182	1.1178587433638
chr2	75066000	75067000	0.902911556555432	1.02518562096956	0.924385038750239	0.684979733156542	0.564547649774851	0.876749663070199
chr2	75067000	75068000	0.710120446808687	0.922801350046689	0.898721091803649	0.590449099223122	0.523156811488066	0.631015218525258
chr2	75068000	75069000	0.547813171913082	0.943092738958207	0.887002968441147	0.565796816539451	0.536381096563722	0.621651547869032
chr2	75069000	75070000	0.550945157091242	0.859024969345014	0.823868791800395	0.541224863931697	0.547209108085493	0.51513002781061
chr2	75070000	75071000	0.650864545271883	0.875099154065093	0.663158226587161	0.566026110013605	0.543312768230713	0.57086177923966
chr2	75071000	75072000	0.637000405525128	0.894132475331996	0.70385480625032	0.632174463038952	0.5453740527989	0.657308583312854
chr2	75072000	75073000	0.512603166455753	0.919539886251458	0.654607775328445	0.637780524147767	0.465630856770016	0.594814582213007
chr2	75073000	75074000	0.378757481547246	0.816213299839774	0.561561619137483	0.518573908241191	0.412943339241913	0.596617411585209
chr2	75074000	75075000	0.420257491225907	0.719839110518097	0.504464710420959	0.505649027334757	0.444606512076246	0.71532018813891
chr2	75075000	75076000	0.52154037126763	0.682065896672978	0.511950658985598	0.489557720946371	0.433278410850654	0.720888057191655
chr2	75076000	75077000	0.596272249357339	0.555348253902971	0.48986487357224	0.435086623350816	0.459846107329193	0.679224149929826
chr2	75077000	75078000	0.776073117019499	0.562816069466037	0.537854056746568	0.420984100397819	0.565664381994574	0.743060253273776
chr2	75078000	75079000	0.961077422623678	0.622487511129885	0.589078252627193	0.463879291338017	0.563460217770939	0.804644088101518
chr2	75079000	75080000	1.03463476702985	0.742876240970781	0.65573497339926	0.439454029230733	0.610839331102588	0.782346745864172
chr2	75080000	75081000	0.846559523498908	0.621474925604762	0.63781552325522	0.394533694133026	0.625695685771059	0.698146000352733
chr2	75081000	75082000	0.707780440255798	0.630399915217224	0.573168368539839	0.391249704977245	0.59776380347623	0.606886064475627
chr2	75082000	75083000	0.717756821994404	0.789557908260996	0.645609208168298	0.36665219153284	0.598020890428256	0.582030358305203
chr2	75083000	75084000	0.678985844418789	0.903926987324206	0.626637266507954	0.325262809126224	0.703155485978596	0.484180688410194
chr2	75084000	75085000	0.602715061510361	1.04130142133025	0.649728032724251	0.328614425386998	0.649660442215826	0.424915915554482
chr2	75085000	75086000	0.828361024966137	1.03798075312984	0.67771121991216	0.333367850347379	0.580378838730761	0.534614571759475
chr2	75086000	75087000	1.01582444354179	0.996871652684219	0.92740507475705	0.316027941865268	0.576006293744823	0.767221907492232
chr2	75087000	75088000	0.878190933844537	0.777322029132452	0.748420694011582	0.295644460417767	0.450579980522142	0.825425141813003
chr2	75088000	75089000	0.817691614958792	0.679467884998178	0.757162079662233	0.393013116451263	0.3168300273416	0.929335959693092
chr2	75089000	75090000	0.88513626116463	0.418124259848538	0.685422397068858	0.397557743686975	0.290871072214383	0.966523252592468
chr2	75090000	75091000	0.731046537690667	0.712085206575221	0.733960956296488	0.433440592683141	0.387007070235549	0.93652180209579
chr2	75091000	75092000	0.730298096114502	0.917998034584664	0.649958209431317	0.472427724407635	0.409292489952617	0.86522797331493
chr2	75092000	75093000	0.966834360037968	0.990556282260226	0.832942013730314	0.535292328391611	0.512852765763178	0.819285623586755
chr2	75093000	75094000	0.952025122732748	1.03245280205538	0.978750898440418	0.453057486875	0.619050336747067	0.877591007740751
chr2	75094000	75095000	0.965617645763281	1.15251116469457	0.991498759697402	0.375044267697495	0.710329660448928	0.894571621096607
chr2	75095000	75096000	0.88346583063806	0.911314142929515	0.875006352518707	0.311972040002076	0.589812575423084	0.864284890380301
chr2	75096000	75097000	0.800343324643378	0.818729111392754	0.721103596576854	0.324172802849715	0.64348813357415	0.833837506192102
chr2	75097000	75098000	0.782164266144803	0.801860469636956	0.62362218859178	0.33222727866686	0.667025828998283	0.917477701915419
chr2	75098000	75099000	0.781835190121387	0.801571499420017	0.457556224167083	0.315345854086814	0.515712433715227	0.778029581897745
chr2	75099000	75100000	0.767238450363173	0.730462953342698	0.498407117576506	0.419585203011639	0.469951563221403	0.681185896533777
chr2	75100000	75101000	0.789902273011295	0.769100444189039	0.539676085692004	0.487375111194814	0.565767810231365	0.705433250248449
chr2	75101000	75102000	0.765093237472993	0.655831644801533	0.573193336056894	0.487378925678214	0.447027184131666	0.764447600578345
chr2	75102000	75103000	0.536329314271449	0.617652225659523	0.54216775278847	0.486355948441915	0.335911553998657	0.807069344351909
chr2	75103000	75104000	0.478300898584659	0.594333769356136	0.482970989731612	0.528517566484112	0.435415089055126	0.849456311493228
chr2	75104000	75105000	0.453522367615094	0.634858227993577	0.378321190999139	0.485047210351287	0.358361804319572	0.951998627111521
chr2	75105000	75106000	0.518029271680897	0.622473053757725	0.353537806136197	0.406908153367989	0.327979655667723	0.931621836212462
chr2	75106000	75107000	0.527639334747254	0.730581051508312	0.330319893014421	0.335372915963104	0.41429005052436	0.894206988399465
chr2	75107000	75108000	0.560152135495889	0.727760767692801	0.29798434978547	0.266540890938719	0.487297570337593	0.759425981957601
chr2	75108000	75109000	0.666299865421068	0.643639485648012	0.321439212523169	0.221199810387317	0.471135368974297	0.663183984703293
chr2	75109000	75110000	0.546487589489867	0.651947757201883	0.466132715429744	0.24536196233559	0.570742134028745	0.599603411073421
chr2	75110000	75111000	0.524347367242095	0.551164789431478	0.496290564475007	0.282327564283413	0.568305137886727	0.577731203333385
chr2	75111000	75112000	0.617812006805549	0.502942165751855	0.60872677572043	0.307064819176733	0.558877434766222	0.566873167129807
chr2	75112000	75113000	0.562300004007122	0.459409719986306	0.742892701271283	0.310058809585889	0.501090744826314	0.526347320062597
chr2	75113000	75114000	0.498628795150213	0.476718899540076	0.824939453532855	0.297894810109663	0.455522186911874	0.490196478497755
chr2	75114000	75115000	0.599454225833372	0.497001729338754	0.891049343900952	0.231254370077927	0.364483629320531	0.530538045892818
chr2	75115000	75116000	0.647358118747737	0.469803308512177	0.97490685564955	0.209862989667409	0.325141441358175	0.605149186096588
chr2	75116000	75117000	0.60727242235996	0.52591678060566	1.03274751444227	0.257368442813551	0.423780955429911	0.650119448957081
chr2	75117000	75118000	0.764665409227476	0.656922903514705	0.972400007395125	0.305697626898998	0.544378035117459	0.754522710751061
chr2	75118000	75119000	0.762338298626201	0.71217073699333	0.986743205258595	0.501617866990336	0.561623383114654	0.954418390071795
chr2	75119000	75120000	0.834783710027069	0.713932515718442	0.952222290578939	0.658629465926951	0.747961161329314	0.966077564287858
chr2	75120000	75121000	0.963494667515826	0.775873921960132	1.02296792990706	0.768177349904157	1.01582697604943	0.984481121389679
chr2	75121000	75122000	1.08594617677614	0.680906837278087	0.920070158379555	0.792708788633612	0.952651639453898	0.922132975834702
chr2	75122000	75123000	0.978373466149934	0.647869994664952	0.856956060088026	0.815407190956066	0.848797542320334	0.849609672978823
chr2	75123000	75124000	1.17892950954909	0.589602575504953	0.837509851097471	0.651784586603933	0.948195489028194	0.721240262867015
chr2	75124000	75125000	1.10173882889844	0.606484696547371	0.766681764832463	0.503435658251751	0.889683498723787	0.77773104923422
chr2	75125000	75126000	1.0068371949275	0.711965676090653	0.766269037238868	0.601463145841453	0.658732155568875	0.889070212953289
