chr	start	end	wt_48h_CHiC_merge_CBS1	wt_48h_CHiC_merge_CBS2	wt_48h_CHiC_merge_CBS3	wt_48h_CHiC_merge_CBS4	wt_48h_CHiC_merge_CBS5	wt_48h_CHiC_merge_CBS6
chr2	75020000	75021000	0.611269852773097	0.337615635411096	0.636803676974537	0.25226640407957	0.368525068303325	0.267649818070083
chr2	75021000	75022000	0.650806936769632	0.350089005271321	0.590858610206118	0.248633299369049	0.328783183549717	0.235309746187291
chr2	75022000	75023000	0.690601160673489	0.370836463778072	0.629522100750597	0.290886716500473	0.329482502551686	0.227393423208329
chr2	75023000	75024000	0.687235441027589	0.465605934468007	0.592154903692871	0.350279702019347	0.34474600030125	0.289734979626815
chr2	75024000	75025000	0.672157693268415	0.508503389363645	0.525278910343705	0.289895122597449	0.32474820755176	0.247003072517459
chr2	75025000	75026000	0.654441867891518	0.576222596075877	0.503505831776166	0.367262176706051	0.368139303609924	0.243766300816348
chr2	75026000	75027000	0.58155462954454	0.545926029856877	0.467428481637245	0.363982147415404	0.355743788246503	0.227871080752891
chr2	75027000	75028000	0.623978480889092	0.54449808463707	0.453025406963923	0.370363256748348	0.381883573271135	0.263196794068515
chr2	75028000	75029000	0.624162408101393	0.444797565301251	0.401330425716623	0.346876564425113	0.391061087836238	0.268215046554415
chr2	75029000	75030000	0.566398981485597	0.391365403882797	0.319787063714831	0.378907499888089	0.417826635261403	0.272590690150688
chr2	75030000	75031000	0.489123175213127	0.40020866668049	0.252725714204466	0.389439371917082	0.36569042656929	0.265468497475483
chr2	75031000	75032000	0.443591602549033	0.4114410005593	0.223913308994904	0.350070228591227	0.374974952153187	0.30764118540447
chr2	75032000	75033000	0.37295640322183	0.426926945338801	0.206143683311384	0.312697123255963	0.369904903731386	0.335257288686888
chr2	75033000	75034000	0.374431981225061	0.480442864325322	0.251110389966941	0.32717700009296	0.324030771598212	0.30459868024638
chr2	75034000	75035000	0.444924386603681	0.499307904893904	0.286034974905705	0.315258833201935	0.286356879127337	0.292147341555219
chr2	75035000	75036000	0.531916080039632	0.469242982335635	0.338449129108817	0.285653771548561	0.322688952796313	0.325541745104299
chr2	75036000	75037000	0.634020917190137	0.491076615142868	0.370393626383011	0.343114340016957	0.342488988105125	0.336970599370665
chr2	75037000	75038000	0.681419207615963	0.462227634392863	0.371304796300069	0.443038964027666	0.325939315602546	0.306521870802186
chr2	75038000	75039000	0.709728691495728	0.44171955973575	0.340848679514968	0.458665658666697	0.337124158257298	0.310143924267671
chr2	75039000	75040000	0.633305970787899	0.452853605475628	0.291055762794354	0.498193628943254	0.324273945639862	0.306877720511794
chr2	75040000	75041000	0.530832962909386	0.43084701905819	0.232598042382284	0.484658960497708	0.340633075803571	0.239114762576176
chr2	75041000	75042000	0.436059285510119	0.409151851474874	0.223305396208713	0.445658788146938	0.306127439602481	0.18548678162251
chr2	75042000	75043000	0.428156381269036	0.444685513146779	0.221439841183021	0.368970155742926	0.314201151660659	0.199912233399462
chr2	75043000	75044000	0.345576045169675	0.378924704162488	0.185467250506539	0.303364568074973	0.270186286736553	0.184787420722291
chr2	75044000	75045000	0.303953883376465	0.273040703373486	0.184895875886073	0.234055401580013	0.212160545597118	0.148679739307196
chr2	75045000	75046000	0.304544154381245	0.251173112513331	0.208460700841027	0.245607123085403	0.155931134136332	0.202547713726819
chr2	75046000	75047000	0.353792678357352	0.327607251090884	0.242690115529212	0.256459326464785	0.249377194592827	0.268570190581903
chr2	75047000	75048000	0.34468521631406	0.333154143484887	0.224702404377994	0.249926454187514	0.280204716634496	0.240281296799475
chr2	75048000	75049000	0.422561769018985	0.454804628352818	0.255890886363511	0.295524563681138	0.354615160541942	0.24712571710207
chr2	75060000	75061000	0.510321884807577	0.353815781095023	0.327140706193273	0.385011804256713	0.287313155931513	0.275573534913687
chr2	75061000	75062000	0.576408069822341	0.414244536259937	0.340430200447475	0.492372014908078	0.271042208897922	0.347949768488944
chr2	75062000	75063000	0.604134444436937	0.457705664932047	0.361079614679999	0.462014323044542	0.301445804546684	0.401409676259455
chr2	75063000	75064000	0.662995476495707	0.50879573779228	0.438557505460451	0.511542732740612	0.358638742526773	0.412411210386594
chr2	75064000	75065000	0.77714286035888	0.563500268728645	0.53968789086533	0.5615939813508	0.397912547020242	0.401306091053941
chr2	75065000	75066000	0.740965817617344	0.554423778952443	0.589317709933354	0.499514270738746	0.405698805289458	0.380348467794677
chr2	75066000	75067000	0.672063178651611	0.448003942414574	0.492662378095418	0.34109100429898	0.380340250522027	0.278422219241714
chr2	75067000	75068000	0.667575565049413	0.45970539418856	0.461752265806218	0.318349090044736	0.358338865836773	0.23889001098385
chr2	75068000	75069000	0.676930655095028	0.520377656341678	0.406105473092686	0.27601739875664	0.35428069327396	0.250239783949162
chr2	75069000	75070000	0.531802015910463	0.475013203871379	0.319989593288974	0.232649533961437	0.336342159757961	0.269044527561078
chr2	75070000	75071000	0.603787251818023	0.501537542848029	0.294269788981427	0.204749391796667	0.311026541456168	0.263472993288261
chr2	75071000	75072000	0.66309509885781	0.553561367504981	0.343067810580574	0.22357075346111	0.305844194027803	0.285673666440969
chr2	75072000	75073000	0.616217235242822	0.488923889315189	0.35185160922038	0.232743840623616	0.292612090432259	0.28213399982068
chr2	75073000	75074000	0.553220310522413	0.421809584338449	0.334305198954602	0.225608424382133	0.241103123036332	0.234607356718045
chr2	75074000	75075000	0.616293524355675	0.437524316359133	0.313432348574561	0.269359076750822	0.230018814774406	0.212161982102877
chr2	75075000	75076000	0.530160045766778	0.400911831395494	0.237858617263742	0.337522597959852	0.237586216361518	0.227529772444777
chr2	75076000	75077000	0.493441015916299	0.396714578128663	0.230721392962212	0.354087520048696	0.226607222643462	0.216815514599895
chr2	75077000	75078000	0.497027038784036	0.415049923127004	0.200347773371453	0.3318262694417	0.2761282446632	0.191294437046524
chr2	75078000	75079000	0.51370444797614	0.439763358319412	0.187046008175342	0.352178160030328	0.319125442596008	0.202216631657663
chr2	75079000	75080000	0.52196987182216	0.511466490941425	0.238338877320007	0.368899409425423	0.449745365835445	0.215549892194156
chr2	75080000	75081000	0.517875813677222	0.485453915863179	0.256201512779227	0.313454625999487	0.486875028601475	0.194420328452677
chr2	75081000	75082000	0.4548668639822	0.401672798860463	0.268371942215947	0.288101133841693	0.513485712300195	0.172268159529961
chr2	75082000	75083000	0.495588844628543	0.429719184717598	0.34375583898496	0.402640836733771	0.473534287470381	0.222750833958213
chr2	75083000	75084000	0.552394744286451	0.372155434005904	0.396847308103569	0.411184647942016	0.487152444408987	0.258174245336443
chr2	75084000	75085000	0.533458193814829	0.341152296770734	0.376602015009824	0.417031699096505	0.383487954808929	0.245595554966796
chr2	75085000	75086000	0.505906650643194	0.3403206556164	0.404066592894684	0.429539489627407	0.361840692423879	0.246716323336637
chr2	75086000	75087000	0.595994370356082	0.406323178390036	0.367499993687503	0.449696954225573	0.351946525359678	0.272828634396338
chr2	75087000	75088000	0.566864285864659	0.331433163721447	0.357653324345868	0.364466743604838	0.364102309413662	0.224435019692144
chr2	75088000	75089000	0.507418656979072	0.490587309150215	0.373255802196804	0.338595726586465	0.341350251094887	0.215936264645051
chr2	75089000	75090000	0.510054002845922	0.524763398594613	0.370337476715226	0.265204068601292	0.383976167143748	0.2459390020367
chr2	75090000	75091000	0.528307749519647	0.554179102574624	0.329456209186521	0.260593694326939	0.36922184748271	0.255425312909853
chr2	75091000	75092000	0.504228524278565	0.56233137986526	0.393321092535916	0.271837850818283	0.360779382180914	0.240947306639994
chr2	75092000	75093000	0.518277570692547	0.591107078523128	0.451080895238105	0.281686397365165	0.330437977710098	0.299533385642914
chr2	75093000	75094000	0.530366089619804	0.446747611031222	0.490789151222163	0.309859077394579	0.30200392015555	0.276461131896249
chr2	75094000	75095000	0.510528022138896	0.382369918245537	0.497324486117774	0.356959362696059	0.271516140774552	0.275329596454927
chr2	75095000	75096000	0.45556240580401	0.325980160639155	0.516225832237111	0.38264081871863	0.274322487419916	0.24589646849882
chr2	75096000	75097000	0.384120447315165	0.301589177934217	0.477686012533561	0.388866057298894	0.301327036679812	0.261921919006861
chr2	75097000	75098000	0.383658033596282	0.280304521805849	0.379094822721411	0.399414285645382	0.313829952911534	0.225668143801295
chr2	75098000	75099000	0.381847165782421	0.316667260283659	0.281706404594424	0.397510687799187	0.337707355307759	0.208835897777251
chr2	75099000	75100000	0.471051766958589	0.299981961589387	0.319763370239022	0.372281600142232	0.276267652224316	0.175257881466677
chr2	75100000	75101000	0.577189426484621	0.395823121550971	0.319444016480392	0.385516167017249	0.301786766104923	0.199056488759491
chr2	75101000	75102000	0.650548761719819	0.423183193560936	0.332100486386215	0.331434168878012	0.265641510860295	0.177785715182422
chr2	75102000	75103000	0.671930206958668	0.499166729330085	0.368973262389869	0.321448925230102	0.255182268979768	0.168083428399995
chr2	75103000	75104000	0.750233361908936	0.517035446813773	0.371444977417094	0.349093859278136	0.287717447893248	0.207011924530086
chr2	75104000	75105000	0.628196353791019	0.598478515604067	0.327284786362251	0.334438001392513	0.329887778199327	0.198099668376315
chr2	75105000	75106000	0.599134602607347	0.548820613152346	0.3340585420837	0.296741428889335	0.303284757590329	0.181974248539136
chr2	75106000	75107000	0.580228340078694	0.517950864647937	0.299651650611012	0.306733108173283	0.324311226227598	0.181217554901865
chr2	75107000	75108000	0.512521034854027	0.470563627995282	0.279908430187575	0.2859965227174	0.325759705708427	0.168764370188408
chr2	75108000	75109000	0.388883412832274	0.431069377966988	0.304709465845216	0.256396890518095	0.2497516337789	0.121457038717703
chr2	75109000	75110000	0.394347856532211	0.333743783238805	0.331642851641444	0.261596422572209	0.23110987778203	0.13124784119164
chr2	75110000	75111000	0.363951208219772	0.345028642527554	0.350516430151344	0.254535898520497	0.235664168558467	0.137282952867981
chr2	75111000	75112000	0.385223897430986	0.345884470812772	0.375540886817308	0.305624872685826	0.261607702065899	0.172944458805345
chr2	75112000	75113000	0.370306080524188	0.368830006582204	0.355885883042826	0.294427635014915	0.257412763847382	0.191045503400425
chr2	75113000	75114000	0.387132866408351	0.326072979621587	0.324923561637841	0.272584696129328	0.280778487658723	0.198243524638192
chr2	75114000	75115000	0.449835262166755	0.408486713591122	0.328723431645441	0.283459941353238	0.288143697452353	0.208470023267457
chr2	75115000	75116000	0.500953338090933	0.405612749852428	0.305759066945904	0.25292796427817	0.284602758510334	0.243680567272108
chr2	75116000	75117000	0.560719809455883	0.513190666276618	0.377129993869933	0.287355919659609	0.329758416650615	0.257913197018094
chr2	75117000	75118000	0.659895529565789	0.612790951910604	0.433159547642285	0.357667609594404	0.45305464447986	0.282392043888562
chr2	75118000	75119000	0.659779940857934	0.670205854480771	0.455782607873782	0.412290667113849	0.553955437447291	0.316752294966294
chr2	75119000	75120000	0.737959633018062	0.725602848795741	0.495375249148364	0.464745755889201	0.539956458514366	0.300765171989496
chr2	75120000	75121000	0.831071377109292	0.813227715421643	0.500243358661946	0.530501281953261	0.637502943073351	0.269234469776145
chr2	75121000	75122000	0.784613788093735	0.75397397031107	0.39580462681818	0.532750473819318	0.592606333023678	0.229258387032408
chr2	75122000	75123000	0.70047609618857	0.665250431474608	0.358583294221532	0.509167394872124	0.457907548726373	0.16803122857751
chr2	75123000	75124000	0.688320122283427	0.650876620908997	0.319482069584207	0.487951242939697	0.383378231249828	0.132891166328297
chr2	75124000	75125000	0.62729170110573	0.58923668743875	0.238059636906214	0.449780836991393	0.40454268613549	0.136401380819527
chr2	75125000	75126000	0.742293867795067	0.582099283002856	0.297889925707194	0.503684555457144	0.356797735277192	0.14201676980004
